ocean_time,s_rho,lon_rho,lat_rho,dist_mile,salt,date
2016-01-01,-0.96875,-75.54985594329045,39.5540650759022,57.85375719637911,0.51291144,2016-01-01
2016-01-02,-0.96875,-75.54152724400281,39.55616545438693,57.95805533630733,0.5135841,2016-01-02
2016-01-03,-0.96875,-75.56321362466518,39.59999084310844,61.27234628198662,0.5155044,2016-01-03
2016-01-04,-0.96875,-75.55341839686443,39.64805381759573,65.31173398557773,0.512915,2016-01-04
2016-01-05,-0.96875,-75.55091831173206,39.64338322804069,64.90762405701835,0.5139483,2016-01-05
2016-01-06,-0.96875,-75.54841822659971,39.63871263848566,64.50351412845897,0.5149817,2016-01-06
2016-01-07,-0.96875,-75.55169313789861,39.63329037680232,64.06051201863721,0.5168425,2016-01-07
2016-01-08,-0.96875,-75.54096034182288,39.66134348483864,66.35674479090157,0.51673204,2016-01-08
2016-01-09,-0.96875,-75.53672925531876,39.67547025614796,67.40573160764689,0.5158544,2016-01-09
2016-01-10,-0.96875,-75.51419843935494,39.70674942695713,69.89029657310759,0.51346916,2016-01-10
2016-01-11,-0.96875,-75.52763322706842,39.68147977407236,68.07362809811345,0.5155123,2016-01-11
2016-01-12,-0.96875,-75.5376398309443,39.65992649385977,66.32665601195446,0.5145665,2016-01-12
2016-01-13,-0.96875,-75.55190209142951,39.63199791299535,64.00811794475791,0.512755,2016-01-13
2016-01-14,-0.96875,-75.54391252634527,39.62724388364354,63.71997887874609,0.5149081,2016-01-14
2016-01-15,-0.96875,-75.55154306344521,39.60615857819014,61.90532581635926,0.51479024,2016-01-15
2016-01-16,-0.96875,-75.55414997144459,39.62280654958469,63.23820956329012,0.51405746,2016-01-16
2016-01-17,-0.96875,-75.55294745481379,39.63772023898468,64.46223603801221,0.51477885,2016-01-17
2016-01-18,-0.96875,-75.55678770276873,39.61604330949062,62.64756072102582,0.5136945,2016-01-18
2016-01-19,-0.96875,-75.55840578678506,39.57298600156601,59.32756791835824,0.51443803,2016-01-19
2016-01-20,-0.96875,-75.55584900686593,39.56138884895795,58.42638837270521,0.51484615,2016-01-20
2016-01-21,-0.96875,-75.55556290445257,39.6228122005785,63.22102052877154,0.515778,2016-01-21
2016-01-22,-0.96875,-75.55203196651922,39.63316370295155,64.10193280538101,0.51294726,2016-01-22
2016-01-23,-0.96875,-75.52718417618301,39.67980727882341,68.00239241060883,0.5142592,2016-01-23
2016-01-24,-0.96875,-75.52029854538473,39.69330224752156,68.9194015164256,0.51495767,2016-01-24
2016-01-25,-0.96875,-75.56149292327326,39.63812965226599,64.39686891981536,0.5159968,2016-01-25
2016-01-26,-0.96875,-75.5331213149812,39.67216914005164,67.35686115632255,0.5152356,2016-01-26
2016-01-27,-0.96875,-75.54249589474021,39.66065339504503,66.40652365905308,0.51423305,2016-01-27
2016-01-28,-0.96875,-75.55052065825886,39.63811120847807,64.4915704716068,0.5149982,2016-01-28
2016-01-29,-0.96875,-75.54666559168693,39.6536528591583,65.76972037288783,0.51609546,2016-01-29
2016-01-30,-0.96875,-75.54710150922129,39.634494156787056,64.23857343763348,0.5139181,2016-01-30
2016-01-31,-0.96875,-75.52825707450182,39.66844772316574,67.29981652126835,0.5188571,2016-01-31
2016-02-01,-0.96875,-75.54477441071244,39.65053019703066,65.5840262330258,0.5156276,2016-02-01
2016-02-02,-0.96875,-75.54588301775675,39.65277569200008,65.73218193532489,0.51462954,2016-02-02
2016-02-03,-0.96875,-75.54200458249964,39.66268443686223,66.54052359562975,0.51645774,2016-02-03
2016-02-04,-0.96875,-75.54326224856167,39.65448662991937,65.89469459035332,0.513071,2016-02-04
2016-02-05,-0.96875,-75.56540902051331,39.62576515939062,63.35919343526346,0.51488084,2016-02-05
2016-02-06,-0.96875,-75.5528732473177,39.57893815108615,59.773488752058334,0.5156297,2016-02-06
2016-02-07,-0.96875,-75.5557340582813,39.56158248563582,58.449556433435625,0.5156443,2016-02-07
2016-02-08,-0.96875,-75.55557333819208,39.5814331931939,60.04960522981903,0.5151382,2016-02-08
2016-02-09,-0.96875,-75.54736983777583,39.63954642234766,64.69113632006844,0.51265013,2016-02-09
2016-02-10,-0.96875,-75.55681958070284,39.619855997708925,62.95023838723412,0.5141551,2016-02-10
2016-02-11,-0.96875,-75.55851476057677,39.59877427532098,61.27520608227842,0.51551205,2016-02-11
2016-02-12,-0.96875,-75.55906119699573,39.59243071923176,60.77413745007869,0.51547116,2016-02-12
2016-02-13,-0.96875,-75.55542018656153,39.58300408122864,60.04323239767588,0.5144794,2016-02-13
2016-02-14,-0.96875,-75.55496695963893,39.54436014102434,57.20433744312636,0.5151419,2016-02-14
2016-02-15,-0.96875,-75.55468942492777,39.56732385810508,58.88390587813712,0.51502436,2016-02-15
2016-02-16,-0.96875,-75.55643169696637,39.58197154725715,59.99943304640773,0.51505464,2016-02-16
2016-02-17,-0.96875,-75.55916291931062,39.56289804789571,58.59168287358776,0.51499796,2016-02-17
2016-02-18,-0.96875,-75.55593672871028,39.55356874350197,57.84203599591005,0.51453155,2016-02-18
2016-02-19,-0.96875,-75.56052371933453,39.48586800326194,53.12362862748055,0.5168067,2016-02-19
2016-02-20,-0.96875,-75.55617019276542,39.5299109040314,56.18255074601771,0.516448,2016-02-20
2016-02-21,-0.96875,-75.55693318028932,39.49385974993909,53.665434220195245,0.51514363,2016-02-21
2016-02-22,-0.96875,-75.55675969619315,39.54980657141967,57.59020151112029,0.51488984,2016-02-22
2016-02-23,-0.96875,-75.55407355924483,39.53089101369508,56.24577061214984,0.51340646,2016-02-23
