,dist_mile,model_i,model_j,model_lat,model_lon
447,53.5731792931669,50,448,39.49202096975267,-75.5610641220656
448,53.722923813142586,51,449,39.494219056982175,-75.56014818259959
449,53.87482877660422,52,450,39.49646449073345,-75.55923911856912
450,54.02989215368692,53,451,39.498754373308785,-75.55833606397199
451,54.187632164968974,54,452,39.50108502540483,-75.55743803262969
452,54.34823215943785,55,453,39.503452146066486,-75.55654394899307
453,54.50414360273734,55,454,39.50565548475636,-75.55687920151024
454,54.672748309518255,58,455,39.508465245697884,-75.55354875442319
455,54.838169876355856,59,456,39.510904329459024,-75.55266705990525
456,55.00293073423891,58,457,39.51301582966985,-75.55418903906846
457,55.17173954717649,61,458,39.51582669864942,-75.55090146669895
458,55.34603843560572,61,459,39.518143956613955,-75.55119997827249
459,55.50726534974365,63,460,39.52077636363599,-75.54912663399548
460,55.67508981524701,64,461,39.52325073310537,-75.54823375606975
461,55.84232958279782,65,462,39.52571983777987,-75.54733638502073
462,56.017743651463405,65,463,39.528056396460165,-75.54758671306891
463,56.18394976123079,66,464,39.530513673502796,-75.54667083323301
464,56.349765371007564,66,465,39.53285062675551,-75.5468902376685
465,56.515033912846405,67,466,39.535286030627844,-75.54595432933559
466,56.67875609538825,68,467,39.53770369233143,-75.54501227629483
467,56.83996200470469,68,468,39.54002065540174,-75.54518457332304
468,57.002727582366425,70,469,39.54248020272417,-75.54310964252714
469,57.162045025664796,71,470,39.544836892401534,-75.54214915898628
470,57.320520744560696,72,471,39.54717145539737,-75.54118271286877
471,57.47658609565121,73,472,39.54948330203355,-75.54021046589138
472,57.64581073313797,73,473,39.551726849174806,-75.540310167641
473,57.81925031963709,73,474,39.55396275711659,-75.54039141371236
474,57.95805533630733,72,475,39.55616545438693,-75.54152724400281
475,58.10659291844498,71,476,39.558379582615764,-75.54263978202111
476,58.27272330966954,70,477,39.56060468734208,-75.54372872550329
477,58.440055934697924,69,478,39.562840340150665,-75.5447937848836
478,58.59509620557732,67,479,39.565108505550555,-75.54690967488298
479,58.76574189438813,66,480,39.567375451814144,-75.54792515211483
480,58.92593188694961,64,481,39.569699662156744,-75.54999284992157
481,59.11038129813908,64,482,39.571937139302605,-75.54988125650517
482,59.28463693121821,63,483,39.574231101847616,-75.55082137484473
483,59.45087585903198,61,484,39.57661585798313,-75.55280828835795
484,59.6202698125947,59,485,39.57903464146615,-75.55476963151925
485,59.7929897575911,57,486,39.58148734184725,-75.55670449282687
486,59.974099878839894,56,487,39.583846840144005,-75.55753360991199
487,60.15200122875335,54,488,39.5863517454669,-75.55941122839823
488,60.331827281788975,51,489,39.58904749089606,-75.56234068379523
489,60.51655196380821,50,490,39.59146102315327,-75.56307821206644
490,60.73585910333307,47,491,39.594253910573016,-75.56594782200527
491,60.94659352112151,45,492,39.596906195786474,-75.56770316135697
492,61.161766880390175,43,493,39.59959073080374,-75.56942489783245
493,61.37851185397352,41,494,39.60230709786485,-75.57111192130861
494,61.566619941627806,40,495,39.604800822163405,-75.57168232907816
495,61.787271808489855,38,496,39.607562732460394,-75.57329788212712
496,62.03711814104278,35,497,39.61064220414746,-75.5759533327657
497,62.25992031865438,33,498,39.61348060521014,-75.57749006877937
498,62.48535636878501,31,499,39.616347872761594,-75.57898632668137
499,62.677039247813944,30,500,39.61890468199655,-75.57937146850549
500,62.87731296868547,28,501,39.62181004146802,-75.5807869672382
501,63.027274670158505,29,502,39.62365384361046,-75.57899368340007
502,63.19911167836516,29,503,39.62582645569313,-75.57824892219375
503,63.3572474323587,30,504,39.62761192184965,-75.57646303481057
504,63.52423114437017,30,505,39.62973470421671,-75.57570253016146
505,63.66883634050355,31,506,39.63146370746974,-75.57392564974643
506,63.82186536860977,32,507,39.63316487079092,-75.57216029722703
507,63.976605726943596,33,508,39.63483885894033,-75.57040660503625
508,64.12948990277069,34,509,39.63648631066606,-75.56866468257283
509,64.28054835366164,35,510,39.638107860905514,-75.56693462306875
510,64.43026113786834,36,511,39.63970411825581,-75.56521650025972
511,64.57777861520749,37,512,39.64127568598482,-75.56351037320181
512,64.73790385959292,39,513,39.64245452724118,-75.56090029139487
513,64.88623232485122,41,514,39.64361488754642,-75.55832686247035
514,65.02990980180394,42,515,39.64511660701493,-75.55667903765479
515,65.17179040597311,43,516,39.64659607951822,-75.55504288316268
516,65.31173398557773,44,517,39.64805381759573,-75.55341839686443
517,65.44978197319905,45,518,39.6494903204625,-75.55180556758374
518,65.58598961587342,46,519,39.65090607345622,-75.55020437066935
519,65.72036373297821,47,520,39.6523015468185,-75.5486147825033
520,65.85296343209443,48,521,39.65367720162432,-75.54703676073134
521,65.98382598221235,49,522,39.655033483315336,-75.54547026009908
522,66.11299290543913,50,523,39.65637082508389,-75.54391523060951
523,66.24049623563945,51,524,39.65768965199992,-75.54237161467198
524,66.36637041204047,52,525,39.65899036982636,-75.54083934665317
525,66.49064942844191,53,526,39.66027338235136,-75.53931836237287
526,66.59434932574396,55,527,39.661189511304215,-75.53703548022716
527,66.71553315549492,56,528,39.66243941653019,-75.53554544635828
528,66.83522342300587,57,529,39.663672780816185,-75.53406630764565
529,66.95359927977029,58,530,39.66488995554459,-75.53259798513056
530,67.0704012800018,59,531,39.66609128400795,-75.53114039620868
531,67.18579784964342,60,532,39.66727709907961,-75.52969345538826
532,67.29981652126835,61,533,39.66844772316574,-75.52825707450182
533,67.4066690384688,62,534,39.66960347058069,-75.52683116160266
534,67.5318070671242,62,535,39.67108410465026,-75.52612402740846
535,67.65580357234887,62,536,39.672550885250565,-75.52541310552412
536,67.752104451422,63,537,39.67366098535956,-75.52400335530257
537,67.89396658694915,62,538,39.6754433626857,-75.52398065871132
538,68.00518308040984,62,539,39.676869302381824,-75.52325950063455
539,68.11564526000811,62,540,39.67828187397654,-75.52253528866879
540,68.22535602084425,62,541,39.679681202654166,-75.52180819330826
541,68.33401167995642,62,542,39.68106741480483,-75.52107837998153
542,68.43777891621518,61,543,39.6827949884256,-75.52100370017573
543,68.5395122015419,61,544,39.68415645447219,-75.52026275489553
544,68.64076227929124,61,545,39.685505117495616,-75.5195196210364
545,68.73974548083497,61,546,39.686841109532644,-75.51877444472893
546,68.82585994631731,60,547,39.68852577868761,-75.51866115368537
547,68.92599803616909,60,548,39.68983762768795,-75.51790636158212
548,69.02429221244034,60,549,39.69113714162397,-75.51715000180704
549,69.11971441930422,60,550,39.692424455825744,-75.51639220201602
550,69.2096178831457,59,551,39.69406651913395,-75.51624373393787
551,69.3053519042063,59,552,39.695330372342234,-75.51547770055242
552,69.3992797711448,59,553,39.69658237715457,-75.51471064912903
553,69.48956267416995,58,554,39.698193598874894,-75.51453656437661
554,69.5825244656703,58,555,39.69942266112115,-75.51376225654406
555,69.67469080348036,58,556,39.70064023530844,-75.51298731479521
556,69.76628142366012,58,557,39.70184645837274,-75.51221183705545
557,69.85730003350473,58,558,39.70304146654755,-75.511435917411
558,69.9477504368475,58,559,39.70422539530227,-75.51065964620885
559,70.03763652746862,58,560,39.70539837928536,-75.50988311015553
560,70.12776024874971,59,561,39.7061881567647,-75.50854998191961
561,70.21634117628962,59,562,39.707339606107,-75.50777825776436
562,70.30437413556979,59,563,39.70848054523681,-75.50700644518537
563,70.39186322088993,59,564,39.70961110349028,-75.50623461777484
564,70.47881258900419,59,565,39.710731409202594,-75.5054628459786
565,70.56533034508338,58,566,39.71221386741827,-75.5052227532368
566,70.65295841152059,52,567,39.715595231553735,-75.50760512237466
567,70.74273142398842,51,568,39.71707185516077,-75.50732169942259
568,70.81407237665529,52,569,39.71776259214323,-75.50599671402534
569,70.91655188859131,50,570,39.719608114176154,-75.50621687599372
570,70.99573523822642,50,571,39.72066645853054,-75.5054054064933
571,71.08617293083937,49,572,39.72210589054712,-75.5050969880299
572,71.14347533278011,52,573,39.721980698861316,-75.50278975715705
573,71.2208461494899,51,574,39.723397021298446,-75.50248390737842
574,71.30173675117115,51,575,39.724418328596286,-75.50168111638892
575,71.43072746287469,44,576,39.72817879904998,-75.50426529385432
576,71.50823072523995,46,577,39.72838335730614,-75.50247751939608
577,71.59640814210944,45,578,39.72976996804144,-75.50213152089206
578,71.68570645045357,42,579,39.731947524131215,-75.50271705749269
579,71.7681148721015,43,580,39.73251848619168,-75.50141796194185
580,71.8457922001802,43,581,39.73348149577528,-75.50058977465646
581,71.93250278625288,42,582,39.73483414536227,-75.5002202628098
582,72.00549177616708,42,583,39.73577956840811,-75.49939158950181
583,72.0913901352577,41,584,39.73711500942886,-75.49901337839674
584,72.17695739773747,40,585,39.73844242524037,-75.49862884458862
585,72.24847735724067,40,586,39.73936179391362,-75.4977980604306
586,72.33323876836276,39,587,39.74067239532128,-75.49740557635903
587,72.41766904681346,38,588,39.74197510434634,-75.49700719841212
588,72.50176643193083,37,589,39.74326994837873,-75.49660308107102
589,72.57138900954898,37,590,39.74415561976813,-75.49576940382093
590,72.64053430994667,37,591,39.74503388335775,-75.49493786060786
591,72.70920870676437,37,592,39.74590484770261,-75.4941084500743
592,72.7774184588744,37,593,39.746768619659186,-75.49328116978756
593,72.84516976009449,37,594,39.747625304411585,-75.4924560162874
594,72.91246872980038,37,595,39.748475005497674,-75.49163298513156
595,72.96519613095109,38,596,39.748924259351824,-75.49040807200156
596,73.0315954309041,38,597,39.74976129943944,-75.48959250732945
597,73.14030390527775,35,598,39.75177091757427,-75.48997023723604
598,73.16309900945458,38,599,39.751415418054016,-75.48796754034434
599,73.22821361098092,38,600,39.75223268873867,-75.48715812279052
600,73.29291184138981,38,601,39.75304355930558,-75.48635073774683
601,73.400043053581,35,602,39.75501526777834,-75.48669970822434
602,73.44956395608041,36,603,39.75542115632929,-75.48550613121094
603,73.48456329640618,38,604,39.755438687196616,-75.48394067923589
604,73.58907810377421,35,605,39.75738309512978,-75.48426935811773
605,73.65116026055907,35,606,39.75816038774095,-75.48346346655927
606,73.72237020903253,34,607,39.759318629033864,-75.48302909431762
607,73.7830989546412,34,608,39.76008330983878,-75.4822246157399
608,73.8440027252789,34,609,39.760842320174355,-75.48142223511931
609,73.90510239504064,34,610,39.7615957425023,-75.48062193580249
610,73.96641814133373,34,611,39.76234365799107,-75.47982370072252
611,74.02870018518205,35,612,39.76270428846621,-75.47867143536182
612,74.09627393415865,35,613,39.763442391397184,-75.47787983184476
613,74.15169681743907,34,614,39.764555156262524,-75.47744120448351
614,74.21415042693441,34,615,39.76528183112976,-75.47665104814209
615,74.27770415840584,34,616,39.76600338650067,-75.47586286520018
616,74.34153362722036,34,617,39.76671989630364,-75.4750766365033
617,74.40512759342967,34,618,39.7674314333311,-75.47429234260154
618,74.46848897080034,34,619,39.76813806925488,-75.47350996376468
619,74.52095485680813,33,620,39.76921538460637,-75.47306567883558
620,74.58441349711758,33,621,39.769911524294876,-75.47228479874423
621,74.64772511118917,33,622,39.77060298132104,-75.47150580566768
622,74.7108221082744,33,623,39.771289823111985,-75.47072867842154
623,74.77370723375192,33,624,39.771972116045085,-75.4699533956419
624,74.82404341461351,32,625,39.77302203304149,-75.4695046842431
625,74.88662598960249,32,626,39.773694554698636,-75.46873091790616
626,74.94900319546878,32,627,39.77436273120924,-75.46795896129639
627,75.01117775667524,32,628,39.775026625033796,-75.46718879204894
628,75.07315238377413,32,629,39.77568629769912,-75.46642038770342
629,75.13492977374007,32,630,39.77634180982349,-75.46565372570714
630,75.19651261046798,32,631,39.776993221139016,-75.46488878341476
631,75.25790356534527,32,632,39.777640590509975,-75.4641255380854
632,75.31910529777201,32,633,39.77828397594675,-75.463363966879
633,75.3801204555723,32,634,39.7789234346151,-75.46260404685296
634,75.44109275768537,32,635,39.77955902284183,-75.46184575496113
635,75.50263317857599,32,636,39.78019079611733,-75.46108906805588
636,75.56396059355434,32,637,39.780818809096786,-75.46033396289467
637,75.62507808743842,32,638,39.781443115601554,-75.45958041615063
638,75.68598871995955,32,639,39.78206376862238,-75.4588284044276
639,75.75324664575898,33,640,39.78232060189959,-75.45778179049941
640,75.81293797333232,33,641,39.78293480776627,-75.45703447650746
641,75.87246472766573,33,642,39.7835455030229,-75.45628860298561
642,75.93182941038432,33,643,39.784152737452814,-75.45554414681632
643,75.99103450673796,33,644,39.78475656009108,-75.4548010848893
644,76.05926469156604,34,645,39.785000976795104,-75.45377121988874
645,76.11792226466139,34,646,39.78559875752682,-75.45303246329784
646,76.17640668769268,34,647,39.78619325830178,-75.45229500928849
647,76.23472063979548,34,648,39.78678452540354,-75.45155883511744
648,76.29707151214004,35,649,39.787019773940216,-75.45054167115546
649,76.35498946608749,35,650,39.78760529313268,-75.4498094921009
650,76.41274567665984,35,651,39.788187702775176,-75.44907850335294
651,76.47439707278312,36,652,39.788416631440825,-75.4480706173875
652,76.53177629868973,36,653,39.788993493066634,-75.44734338784238
653,76.589002257948,36,654,39.789567363675346,-75.44661726047292
654,76.6499846298706,37,655,39.78979013120982,-75.44561818063985
655,76.70685202559896,37,656,39.790358643031986,-75.44489558183051
656,76.76357435251525,37,657,39.79092427665036,-75.44417399841979
657,76.82391024734846,38,658,39.791141028770205,-75.44318326951768
658,76.88029200741184,38,659,39.791701482356295,-75.4424649896417
659,76.93653666241973,38,660,39.79225916487506,-75.44174763988507
660,76.99626031614342,39,661,39.79247003361828,-75.44076481705096
661,77.05218121331161,39,662,39.793022704027315,-75.44005055167214
662,77.10797270948251,39,663,39.793572704999214,-75.43933713279098
663,77.16363711423789,39,664,39.7941200727203,-75.43862453865479
664,77.21917671934875,39,665,39.79466484279152,-75.43791274750103
665,77.280845203556,41,666,39.79452460289268,-75.43668101199773
666,77.33584704086613,41,667,39.79506498663527,-75.43597318722743
667,77.38801055009587,42,668,39.79526318456889,-75.43500787444312
668,77.44432375859144,42,669,39.79579889139057,-75.43430262724411
669,77.50050893291058,42,670,39.796332138880885,-75.43359802711363
670,77.5565683800533,42,671,39.79686295909388,-75.43289405294695
671,77.61186049925269,44,672,39.796716126632255,-75.43168321827267
672,77.66758183395848,44,673,39.79724272344986,-75.43098270272048
673,77.72318491382605,44,674,39.79776696545406,-75.43028272061406
674,77.77867197029066,44,675,39.79828888256329,-75.42958325070347
675,77.83357712154597,45,676,39.798472675488256,-75.42863482717081
676,77.88879295386207,45,677,39.798990252924625,-75.42793739836353
677,77.94331224030249,45,678,39.79950559146537,-75.42724038991363
678,77.99739443757065,46,679,39.79968403978251,-75.42629744680497
679,78.05245177072534,46,680,39.80019522133706,-75.42560218600737
680,78.10622787620738,47,681,39.80037049020419,-75.42466283708538
681,78.16106478772485,47,682,39.80087778592208,-75.42396888231781
682,78.2133504298556,49,683,39.80071767952826,-75.42279007961818
683,78.26180180194727,52,684,39.800227522353914,-75.42137311934724
684,78.31645115034041,52,685,39.800730687588846,-75.42068267489917
685,78.36775446060417,54,686,39.80057290225393,-75.41951158042264
686,78.42073973274728,55,687,39.80074567916273,-75.4185807018107
687,78.47402951931055,55,688,39.80124792647037,-75.41788615098318
688,78.52607750504443,56,689,39.801422520064236,-75.4169506196236
689,78.5815735138011,56,690,39.80192756440246,-75.41624700490547
690,78.63533578281829,57,691,39.80210730691009,-75.41530169973828
691,78.69182345981227,57,692,39.80261886532905,-75.41458337327282
692,78.74673447656302,58,693,39.80280764990736,-75.413622300556
693,78.80237913499255,59,694,39.80300266679652,-75.41265154782354
694,78.86044701705741,59,695,39.80353143237423,-75.41190020813264
695,78.91862002019082,59,696,39.80406770146254,-75.41113439291146
696,78.9769497207527,60,697,39.80428551271538,-75.41012455228636
697,79.0391131522358,60,698,39.80483864680883,-75.40932773905057
698,79.12306635175894,53,699,39.80769670781614,-75.41009824219762
699,79.1852402550291,54,700,39.80793889112905,-75.40903426928234
700,79.25129763372846,54,701,39.80851945324929,-75.40817920518985
701,79.31577494654957,55,702,39.80877998437766,-75.40708380095845
702,79.38355183588205,55,703,39.809377816870615,-75.40619594626052
703,79.45314396741226,55,704,39.80998352195149,-75.40529213533122
704,79.52377330938933,55,705,39.81059642767062,-75.40437326380393
705,79.56132576151006,64,706,39.8082716202663,-75.4014716761912
706,79.63717951115558,63,707,39.80922148093788,-75.40075307331686
707,79.71014760739581,63,708,39.80985049461731,-75.39980403662288
708,79.77996493582926,64,709,39.81015742469222,-75.39862896377392
709,79.84042479142698,65,710,39.81046750116455,-75.39744652831016
710,79.84924041246322,67,711,39.81045462176049,-75.3960447210653
711,80.02412912971725,59,712,39.81370734063767,-75.39676169806683
712,80.0998945683869,59,713,39.814349103226455,-75.39576598877412
713,80.17595169969586,59,714,39.814991358566914,-75.39476465522766
714,80.25224342012022,59,715,39.81563360705599,-75.39375843347366
715,80.32347262570171,60,716,39.81594671902171,-75.39253936497693
716,80.35378031925497,62,717,39.815930427417435,-75.39111099529853
717,80.44688942354463,61,718,39.816898105725606,-75.39030283982136
718,80.49935355047387,63,719,39.81687827288195,-75.3888729559116
719,80.59251343453906,62,720,39.817842882382244,-75.38805815731752
720,80.71267550233506,59,721,39.819467047473005,-75.38764758531751
721,80.7947888028875,58,722,39.82043139776086,-75.38682347054996
722,80.81721508340611,63,723,39.81940864510639,-75.38478071239477
723,80.85894059035184,67,724,39.818715151561626,-75.38294865090384
724,81.02099843096364,59,725,39.82198831162172,-75.38352416052984
725,81.07097364638447,63,726,39.821283658722706,-75.3816884255829
726,81.16983111143978,60,727,39.82290261345385,-75.38125029881124
727,81.24686602417357,60,728,39.8235223651879,-75.38021053510884
728,81.31601254168818,62,729,39.82347087513328,-75.3787736055156
729,81.39663005583617,61,730,39.82441924258967,-75.37792724865247
730,81.47359984343178,61,731,39.825030729850624,-75.37688108197887
731,81.55059149431689,61,732,39.825639530776904,-75.37583230161403
732,81.62363098729897,62,733,39.825908031537814,-75.37458703813286
733,81.69988540404965,62,734,39.82651025633786,-75.37353364988437
734,81.78171797899591,61,735,39.82744882356826,-75.37266915399331
735,81.85890870775818,61,736,39.82804582431509,-75.37160879686303
736,81.93117963490425,62,737,39.82829815891387,-75.37035558987631
737,82.00830606633555,62,738,39.82888739209466,-75.36928994077866
738,82.09058478645213,61,739,39.829816498221625,-75.3684083494189
739,82.17240226782074,60,740,39.83074439098259,-75.36752123574479
740,82.26863727652244,57,741,39.83236548935363,-75.36700054246197
741,82.3460850010779,57,742,39.83294491849735,-75.36591438694869
742,82.39780711343981,61,743,39.832123063362694,-75.36409282915263
743,82.48123612664216,60,744,39.83303824072514,-75.36318570962277
744,82.56489168796782,59,745,39.83395136864072,-75.36227207446231
745,82.64814090330476,58,746,39.83486225404624,-75.3613516718523
746,82.73297467136364,57,747,39.835770678487215,-75.36042424519471
747,82.83077490567769,55,748,39.83703389544206,-75.35966517672557
748,82.89510923020012,56,749,39.83722034663463,-75.35837368118318
749,82.98044860392298,55,750,39.838117827711514,-75.35742537600078
750,83.05767580880672,55,751,39.838649642096655,-75.35629955827754
751,83.10827428626457,58,752,39.83808927461112,-75.35467052675591
752,83.1844391526908,58,753,39.83860304940857,-75.35354468404086
753,83.26753088520296,57,754,39.83947200727964,-75.35257688206892
754,83.34247576752414,57,755,39.83997093156292,-75.35144238932418
755,83.41720700725621,57,756,39.840461437704526,-75.35030513337882
756,83.49169968190385,57,757,39.84094322610469,-75.34916537689944
757,83.56592829071428,57,758,39.841416010967784,-75.34802340643984
758,83.64792154391851,56,759,39.84224708642718,-75.34702673156022
759,83.7217122583714,56,760,39.84270153674582,-75.34587817145061
760,83.79515930427516,56,761,39.84314611817762,-75.34472831482385
761,83.87683129408316,55,762,39.843950271751666,-75.3437152576157
762,83.94967643798094,55,763,39.844374623423064,-75.342560605333
763,84.02209610789664,55,764,39.844788420612495,-75.34140577400689
764,84.09504853232998,54,765,39.84556224353884,-75.34037868868087
765,84.1599955151218,55,766,39.84558385917664,-75.33909726159209
766,84.22412782113115,54,767,39.84633534502489,-75.33806493911564
767,84.2892551727753,54,768,39.84670537158558,-75.33691012737306
768,84.35412579273518,54,769,39.84706436843551,-75.33575727542521
769,84.41871775047491,54,770,39.84741236640983,-75.33460681423743
770,84.48301006668407,54,771,39.847749428207486,-75.33345916507524
771,84.55748486970737,53,772,39.848442620250566,-75.33241743198901
772,84.62975775710537,53,773,39.84875689114238,-75.33127318299316
773,84.70120108171086,53,774,39.849060472813655,-75.33013297655773
774,84.77180877518843,53,775,39.849353547111,-75.3289971760763
775,84.85915686786639,52,776,39.84999873354847,-75.32795490681703
776,84.87550661089472,55,777,39.84919058204491,-75.32656733172087
777,84.92610262993827,56,778,39.849100891288145,-75.32536870258934
778,85.01070505347329,55,779,39.849713848030994,-75.32434385612572
779,85.07708073716735,55,780,39.84996162620567,-75.3232405338818
780,85.14264877635696,55,781,39.85020052409585,-75.32214310702456
781,85.19785307444705,56,782,39.850082280232456,-75.32097893847825
782,85.25246635720538,57,783,39.8499605609213,-75.31982558755223
783,85.29299894338844,59,784,39.84949356114491,-75.31861325569213
784,85.38641716172475,57,785,39.85038894706029,-75.31768446234224
785,85.43885099313673,58,786,39.85025309067512,-75.31655916828323
786,85.49063296281132,59,787,39.850114968244,-75.31544412229822
787,85.54178671802138,60,788,39.84997481519225,-75.31433909757851
788,85.60564533558154,60,789,39.850163541341765,-75.31330369186053
789,85.65555113083138,61,790,39.85001734406925,-75.31221669661032
790,85.7048987678393,62,791,39.84986976176256,-75.31113908581258
791,85.75370526178318,63,792,39.84972096005106,-75.31007060792439
792,85.81510984241926,63,793,39.84989220290554,-75.30906537273296
793,85.813290708581,69,794,39.84815054831605,-75.30774092470358
794,85.86948527591696,69,795,39.84832240397943,-75.30675698131542
795,85.92526195893619,69,796,39.848489384913584,-75.30577840837651
796,85.97371653519238,70,797,39.84834068232763,-75.30475353767795
797,86.06194732661545,67,798,39.84942966079547,-75.30393588795326
798,86.09619266394613,68,799,39.84927144441138,-75.30292248608242
799,86.14458269937415,68,800,39.84941949932808,-75.30196331161784
800,86.17915057743004,72,801,39.84834597848562,-75.30082243226136
801,86.226258526086,73,802,39.84819063254938,-75.2998309075019
802,86.2796495417501,73,803,39.84833524807676,-75.29889165828577
803,86.33271625537988,73,804,39.84847650804889,-75.29795668879689
804,86.37882478850788,74,805,39.848316924462395,-75.29698186492584
805,86.42409198678577,75,806,39.84815715931618,-75.2960125186217
806,86.46946837438776,76,807,39.84799720688721,-75.29504838295304
807,86.52152083994827,76,808,39.848130339943566,-75.29413162946405
808,86.55944125888979,78,809,39.8476766788289,-75.29313466683347
809,86.60406422307022,79,810,39.84751606208537,-75.29218455520672
810,86.65536032415616,79,811,39.84764478110085,-75.29127964096952
811,86.68462446322813,82,812,39.846905656471925,-75.29025563290514
812,86.72851875349504,83,813,39.84674509513362,-75.28931761981136
813,86.77928081180889,83,814,39.84687051748132,-75.2884229646847
814,86.81574917340828,85,815,39.84642255266539,-75.28745140604826
815,86.90174889607475,80,816,39.84797234566152,-75.28675510364528
816,86.94481684551434,81,817,39.847805534101695,-75.28582693080929
817,87.00790174502329,79,818,39.84849243478169,-75.28501334172911
818,87.03079465376305,83,819,39.84747132785914,-75.28397755714388
819,87.00298321577642,94,820,39.844476757034485,-75.28268010033779
820,87.10213038417506,87,821,39.84657031748907,-75.28206196916871
821,87.1518620038543,87,822,39.84668523941919,-75.28118063584267
822,87.19441958260688,88,823,39.846516873556546,-75.28026351448462
823,87.21558563177827,92,824,39.845502231167146,-75.27923872143566
824,87.26510192388156,92,825,39.84561477334765,-75.2783600543443
825,87.32885797477238,90,826,39.846290204517466,-75.27755278387716
826,87.3855053388448,89,827,39.84668335220697,-75.27670908843483
827,87.41355007935958,92,828,39.84594793727623,-75.27572325412862
828,87.46303743770602,92,829,39.846057946916524,-75.27484359358677
829,87.51972249129906,91,830,39.84645003418142,-75.273998529234
830,87.55973221661435,92,831,39.84627718197309,-75.27308238441871
831,87.61886277736467,91,832,39.84666957282449,-75.27223574663611
832,87.68289088756397,89,833,39.8473458335142,-75.27142377747424
833,87.73260620629502,89,834,39.847456641801,-75.270540243141
834,87.78958134616374,88,835,39.847851712248016,-75.26969145078306
835,87.76483593023531,94,836,39.846257659456924,-75.26859178888385
836,87.87407211502841,90,837,39.84750748818,-75.26784660902841
837,87.90621337894756,91,838,39.847335041745424,-75.2669215979198
838,87.9204989250684,92,839,39.84716235901444,-75.26599460767841
839,88.02979411920359,89,840,39.848135057787054,-75.26521264152626
840,88.0709028162885,89,841,39.84825153085037,-75.26431935350104
841,88.11218442073961,89,842,39.84836930492809,-75.26342428515835
842,88.15365253204891,89,843,39.84848850467249,-75.26252735088585
843,88.21850922345378,88,844,39.848897730375306,-75.2616675555204
844,88.26042710526043,88,845,39.849020814512166,-75.26076720930286
845,88.30257258867735,88,846,39.84914572746439,-75.25986480298407
846,88.36683311779126,87,847,39.849562892852745,-75.25900138856008
847,88.41641527794972,86,848,39.8499833300449,-75.25813738845657
848,88.4538528733974,87,849,39.849824455058844,-75.25718708258532
849,88.49584683459604,87,850,39.84995871928317,-75.25627653913392
850,88.51211271931832,88,851,39.849802235234485,-75.25531951337084
851,88.63557627411326,79,852,39.852576721384274,-75.25481711476107
852,88.68481647449869,79,853,39.85272476154162,-75.25390681528647
853,88.7342242586663,79,854,39.85287581163734,-75.25299436514172
854,88.78690651088863,78,855,39.85332348061507,-75.25212979590177
855,88.8366222799009,78,856,39.853481648577926,-75.2512139929356
856,88.87740297817798,81,857,39.85275736970243,-75.25013991631603
857,88.93955015237694,77,858,39.854103613093315,-75.2494293202495
858,88.99265709550247,76,859,39.85456874123207,-75.24856301755591
859,89.00942256106387,83,860,39.85265986745357,-75.24725152087859
860,89.07169026675162,81,861,39.85343115560455,-75.24643037578807
861,89.0390626748882,85,862,39.8524068855623,-75.24526773504796
862,89.19525256169355,76,863,39.85528903674193,-75.24485968937616
863,89.14487721565442,84,864,39.85307213047319,-75.24344168437847
864,89.23669486871798,82,865,39.85386694814593,-75.242619111354
865,89.30355944524472,81,866,39.85436498825533,-75.24173722335287
866,89.34551215840587,81,867,39.85456524882554,-75.24079089284092
867,89.3879579351757,81,868,39.854770295411186,-75.23984195850002
868,89.45639234335378,80,869,39.855285539155375,-75.23895866448493
869,89.5385641230909,78,870,39.85611202767913,-75.23814668275139
870,89.59288579470216,78,871,39.856334625729765,-75.23719485531244
871,89.64890326022508,78,872,39.85656247483173,-75.2362404778888
872,89.70687042730717,76,873,39.85740909756766,-75.23543536115622
873,89.7631798542466,76,874,39.857649391320365,-75.23447937239575
874,89.81971896706318,76,875,39.857895240370695,-75.23352085089965
875,89.87589581086519,77,876,39.85783784641303,-75.23247835342929
876,89.93349550222094,76,877,39.858403949410885,-75.2315961439092
877,89.99216471701406,72,878,39.859903126063855,-75.23097315154885
878,90.04905339078684,73,879,39.85986635865734,-75.22992382339856
879,90.10663818546965,72,880,39.86045343641918,-75.22904815159502
880,90.1642492864506,71,881,39.861047551410294,-75.22817403578463
881,90.09523400138002,83,882,39.857567709447565,-75.22609503862842
882,90.17950848221426,82,883,39.85817311140084,-75.22519514493172
883,90.23941218527183,82,884,39.858466940188386,-75.22420138506786
884,90.3249181936899,81,885,39.85908654130692,-75.22330222535976
885,90.38610003297578,81,886,39.85939349009154,-75.2223050337256
886,90.51151576127693,65,887,39.86476272976947,-75.22296260817582
887,90.57053681909201,64,888,39.86540735394864,-75.22209945668052
888,90.62966160299369,63,889,39.86605930428773,-75.2212377436883
889,90.68705473078106,63,890,39.866406490400756,-75.22026494644673
890,90.7499398636427,60,891,39.8676969724604,-75.21963335022411
891,90.8076955958937,60,892,39.86805908700565,-75.2186604840814
892,90.86542970809049,60,893,39.868427136914,-75.21768457715898
893,90.92260563549424,61,894,39.86848629991501,-75.2165849451693
894,90.99746203100376,58,895,39.86981028335346,-75.21596940242569
895,91.05849074315883,58,896,39.87019745796407,-75.214987732727
896,91.10469481650507,62,897,39.869320376350466,-75.21349847564667
897,91.16669951014957,62,898,39.86971421785099,-75.21250374343745
