,dist_mile,model_i,model_j,model_lat,model_lon
121,12.141371940442752,85,122,39.008821622568405,-75.14331080744188
122,12.253996522453608,85,123,39.01088455050541,-75.14564631696004
123,12.431495363893909,85,124,39.012947480011896,-75.14798182837856
124,12.72072948792083,86,125,39.01685652416218,-75.147969277318
125,12.833234357360087,86,126,39.01891779161089,-75.1503182799098
126,13.185294117897344,87,127,39.022824575973345,-75.15035005612282
127,13.53677670326968,88,128,39.02673095715952,-75.15041290774433
128,13.647711561102916,88,129,39.028789073532835,-75.15278913977463
129,13.758651678739103,88,130,39.030847190077125,-75.15516537200959
130,13.869603618830425,88,131,39.03290530672119,-75.15754160430731
131,14.034794779078336,88,132,39.03496342336028,-75.15991783632322
132,14.328772472731334,89,133,39.038863639390755,-75.16006696689622
133,14.450698695352903,89,134,39.040920267106074,-75.1624569321323
134,14.63884615567924,89,135,39.042976892113444,-75.16484688565913
135,14.826743618788981,89,136,39.04503351046305,-75.16723681059958
136,15.057721601364811,90,137,39.04892962660523,-75.16745921050696
137,15.245697103463144,90,138,39.05098476862916,-75.16986275946695
138,15.481693538844167,91,139,39.05488000431524,-75.17013106306136
139,15.667425963823753,91,140,39.05693359627218,-75.17254779187485
140,15.854405558320536,91,141,39.058986992478765,-75.17496373477617
141,16.09428177919692,92,142,39.06287975586585,-75.17529013384936
142,16.27977722873115,92,143,39.06493098683945,-75.17771676628163
143,16.522612023182788,93,144,39.068822235917246,-75.17808522294656
144,16.70810210985787,93,145,39.07087026985599,-75.1805186651485
145,16.951697978741375,94,146,39.07475873203077,-75.18092417261732
146,17.13690830008759,94,147,39.076801756266185,-75.18335799208243
147,17.387120626803927,95,148,39.08068513639366,-75.18379263509576
148,17.565456208596878,95,149,39.08272043287392,-75.18621768811462
149,17.87076874993495,96,150,39.086595384879026,-75.18667073640381
150,18.009034790551368,96,151,39.088619403653375,-75.18907573408188
151,18.175196208635278,96,152,39.09063728658763,-75.19145975775946
152,18.356594393836666,96,153,39.092648195764205,-75.19382013267088
153,18.536847756630877,96,154,39.094651337153465,-75.19615439658564
154,18.715858470652535,96,155,39.096645987569524,-75.19846039375795
155,19.00087749159441,97,156,39.100465310567316,-75.19885826477241
156,19.15715880431987,97,157,39.102437852815804,-75.20111350991226
157,19.31294075094308,97,158,39.104400060737504,-75.20333604487043
158,19.47983134050896,97,159,39.106351665859115,-75.20552548644895
159,19.65175846637033,97,160,39.10829253058432,-75.20768192174559
160,19.822198518824557,97,161,39.11022264084134,-75.20980587183627
161,19.991429725923666,97,162,39.11214209405563,-75.21189823953031
162,20.15906150311862,97,163,39.114051083709896,-75.21396024607574
163,20.325874082397686,97,164,39.115949881809584,-75.21599336178198
164,20.49134097102423,97,165,39.11783882051136,-75.21799923519583
165,20.655270436241114,97,166,39.11971827402116,-75.21997962482179
166,20.82482697234965,97,167,39.121588641659876,-75.22193633653913
167,21.038797203406574,98,168,39.12523053340138,-75.22209894657647
168,21.19909090735976,98,169,39.12707769779495,-75.22401974102637
169,21.358560678554674,98,170,39.128916855899135,-75.22592185788315
170,21.517072898445154,98,171,39.13074839718312,-75.22780686735875
171,21.683759996909075,98,172,39.13257268291389,-75.2296762058439
172,21.867472419471305,98,173,39.134390042588784,-75.23153116656954
173,22.064236194955,98,174,39.13620077224124,-75.23337289700423
174,22.277945869352443,98,175,39.13800513427722,-75.235202401641
175,22.483052656800062,98,176,39.13980335849871,-75.23702054885366
176,22.604852136869155,99,177,39.14332084352269,-75.23711214713352
177,22.778038338702007,99,178,39.145100431647776,-75.23891473526197
178,22.951942941755732,99,179,39.146874371791064,-75.24070781212151
179,23.14091022700765,99,180,39.14864279226514,-75.24249181948836
180,23.32919050314644,99,181,39.150405800954886,-75.24426712008355
181,23.516799013029598,99,182,39.15216348822819,-75.24603400926763
182,23.708347569021498,99,183,39.15391592963448,-75.24779272574801
183,23.973727936180584,100,184,39.15734413241346,-75.24786883312846
184,24.144257618296642,100,185,39.15907923105042,-75.2496165629394
185,24.328949460861946,100,186,39.16080924339643,-75.25135656683688
186,24.513017151702655,100,187,39.16253420908647,-75.25308894261273
187,24.708599767799544,99,188,39.162601339634406,-75.25646921710329
188,24.90601711600898,99,189,39.16432333504305,-75.25818180091485
189,25.09994019018555,99,190,39.16604036893373,-75.25988695987289
190,25.29527837225535,99,191,39.16775246369095,-75.2615847328838
191,25.464177544366738,99,192,39.16945963974489,-75.26327515170209
192,25.613831676353193,99,193,39.171161916056406,-75.2649582427284
193,25.762993991595074,99,194,39.17285931050062,-75.2666340284213
194,25.91166606121009,99,195,39.174551840167695,-75.26830252839503
195,26.142108262206104,100,196,39.17783632266439,-75.26834590405892
196,26.32010944683814,100,197,39.17951220838963,-75.27000451681465
197,26.49751662352659,100,198,39.181183289007556,-75.27165587832582
198,26.644134318922223,100,199,39.182849580932796,-75.27330000338736
199,26.789233591092792,100,200,39.184511100508935,-75.27493690654917
200,26.93314756218246,100,201,39.186167864071756,-75.27656660231744
201,27.075846939411715,100,202,39.18781988799678,-75.27818910529994
202,27.218343182087136,100,203,39.18946718873496,-75.27980443030876
203,27.544301658608006,101,204,39.19265555420831,-75.27983799041868
204,27.684397709810007,101,205,39.194286583059345,-75.28144350142176
205,27.824849071877537,101,206,39.1959129537939,-75.283041864307
206,28.14941817476133,102,207,39.199064153124255,-75.28307851675926
207,28.288702047439013,102,208,39.20067441454688,-75.28466706301184
208,28.593609573048848,103,209,39.203800112625956,-75.28470933149133
209,28.74768578166703,103,210,39.205394383771555,-75.28628804276885
210,28.886369443337493,103,211,39.20698411883058,-75.28785965414761
211,29.160975467056836,104,212,39.21007308685422,-75.28790464716386
212,29.328304290633923,104,213,39.211647010099774,-75.28946642157949
213,29.473777007049197,104,214,39.21321647173833,-75.29102113117163
214,29.610337768869744,104,215,39.21478149130205,-75.29256879435528
215,29.88690362125913,105,216,39.2178228354378,-75.2926135067869
216,30.051647577091092,105,217,39.219372287735446,-75.29415135055595
217,30.32633977251313,106,218,39.22238867673295,-75.2942011445916
218,30.47597688468698,106,219,39.223922697294796,-75.29572915033998
219,30.622254562389948,106,220,39.22545241336498,-75.29725016680652
220,30.760490204031992,106,221,39.22697784564599,-75.29876421383823
221,30.898482635453355,106,222,39.22849901493658,-75.30027131151066
222,31.03610621242509,106,223,39.23001594213139,-75.3017714801158
223,31.173363034362165,106,224,39.23152864822057,-75.30326474015017
224,31.310256379051268,106,225,39.23303715428919,-75.30475111230311
225,31.445435473027448,106,226,39.23454148151667,-75.30623061744527
226,31.57525174495586,106,227,39.23604165117591,-75.30770327661739
227,31.70478482550073,106,228,39.23753768463268,-75.30916911101907
228,31.834036563842005,106,229,39.23902960334478,-75.31062814199792
229,31.96300881577166,106,230,39.24051742886131,-75.31208039103873
230,31.910471758428347,105,231,39.240615749467246,-75.31495441048475
231,32.0400582334707,105,232,39.24210191544108,-75.31638926497925
232,32.167972471220764,105,233,39.24358403229182,-75.31781742369547
233,32.29560375243916,105,234,39.24506212184093,-75.31923890865394
234,32.422953945931134,105,235,39.24653620600629,-75.32065374196091
235,32.55002492902199,105,236,39.24800630680047,-75.32206194579885
236,32.676818587568874,105,237,39.24947244632889,-75.32346354241729
237,32.803336815949294,105,238,39.25093464678778,-75.32485855412378
238,32.929581517024005,105,239,39.25239293046203,-75.32624700327526
239,33.0555546020909,105,240,39.253847319722894,-75.3276289122695
240,33.181414138517276,105,241,39.25529783702575,-75.32900430353689
241,33.30711316625422,105,242,39.25674450490772,-75.33037319953232
242,33.43213501081909,105,243,39.258187345985355,-75.33173562272745
243,33.38734517566303,104,244,39.258326790250166,-75.33447709331344
244,33.5123808649201,104,245,39.25976820809916,-75.33582300122677
245,33.63715111182552,104,246,39.26120584576869,-75.33716252578769
246,33.76165788084647,104,247,39.26263972618916,-75.33849568953224
247,33.88590314501772,104,248,39.264069872366456,-75.3398225149748
248,34.00988888576412,104,249,39.265496307378996,-75.3411430246015
249,34.133617092717834,104,250,39.266919054374696,-75.34245724086388
250,34.09375435099775,103,251,39.26708459453269,-75.34513147110206
251,34.21762181276117,103,252,39.26850602490199,-75.34642966548076
252,34.34123426773691,103,253,39.269923815615094,-75.34772165609564
253,34.46459374025744,103,254,39.27133799012328,-75.34900746525783
254,34.58770226255338,103,255,39.27274857193806,-75.35028711521076
255,34.710561874557044,103,256,39.274155584628254,-75.35156062812476
256,34.83317462366538,103,257,39.27555905181667,-75.35282802609161
257,34.79735552270804,102,258,39.275750171583105,-75.35543719415146
258,34.92017721160097,102,259,39.27715243752377,-75.35668906434188
259,35.04275523207631,102,260,39.27855120814785,-75.35793490825819
260,35.165091669088774,102,261,39.27994650736344,-75.35917474766781
261,35.28718861444609,102,262,39.281338359121584,-75.36040860423286
262,35.25469765163289,101,263,39.281549991826765,-75.36297326937411
263,35.37699868233633,101,264,39.28294071338776,-75.36419195622261
264,35.78805812223458,103,265,39.28666200137884,-75.3627496929045
265,35.903822873751025,103,266,39.28803462945816,-75.36396303510176
266,36.019335232499046,103,267,39.28940395055203,-75.36517047789849
267,36.01485889877838,102,268,39.289618418891344,-75.36768730264593
268,36.13226289721003,102,269,39.290986811979685,-75.36887987612502
269,36.24758282192207,102,270,39.292351950361706,-75.37006663577725
270,36.07798210830108,100,271,39.29145320463801,-75.37387546799579
271,36.1991010407187,100,272,39.29282294864498,-75.37504447836251
272,36.31999830642958,100,273,39.2941894717203,-75.37620778294472
273,36.58738236560025,101,274,39.29666516084464,-75.37605804063674
274,36.70664618640144,101,275,39.29801986346749,-75.37721302412221
275,36.68138671344879,100,276,39.298269960410245,-75.37966366226453
276,36.801424783062906,100,277,39.29962384482552,-75.38080434318513
277,36.921252283204836,100,278,39.300974630843925,-75.38193941724694
278,37.04087141469688,100,279,39.30232234296222,-75.38306890373939
279,37.16028438088514,100,280,39.303667005666675,-75.38419282178172
280,37.27909782697676,100,281,39.30500864342988,-75.38531119032115
281,37.39254005999783,100,282,39.30634728070786,-75.38642402813097
282,37.37664449055321,99,283,39.306621710980934,-75.38881736951606
283,37.49584530835028,99,284,39.30795968539016,-75.38991636520981
284,37.61487352880501,99,285,39.30929471510651,-75.39100990898848
285,37.73370635373952,99,286,39.310626824666414,-75.3920980188855
286,37.84979624081142,99,287,39.31195603857534,-75.393180712748
287,37.96242376607248,99,288,39.31328238130463,-75.39425800823544
288,38.07459572153537,99,289,39.314605877288244,-75.39532992281829
289,38.09021317339874,98,290,39.31490440366939,-75.39766807920918
290,38.205670232403165,98,291,39.31622740325441,-75.39872659585741
291,38.32100021707796,98,292,39.31754761298198,-75.39977980629071
292,38.436675204625246,98,293,39.31886505728984,-75.40082772716359
293,38.55212678458852,98,294,39.32017976056472,-75.4018703749338
294,38.59128096031186,97,295,39.3204975518656,-75.40417101567283
295,38.70194465595759,97,296,39.321811868747005,-75.40520058003082
296,38.81382919229101,97,297,39.3231235023047,-75.40622494283663
297,38.932931660584366,97,298,39.32443247688415,-75.40724411969092
298,39.05180250614446,97,299,39.325738816764606,-75.40825812598997
299,39.09169359447118,96,300,39.32607570756703,-75.41052228854352
300,39.201321467077946,96,301,39.32738177737008,-75.41152351584194
301,39.31480661094347,96,302,39.32868527081712,-75.41251964072976
302,39.433241152741104,96,303,39.32998621209183,-75.4135106777035
303,39.55145371155042,96,304,39.331284625297535,-75.41449664105042
304,39.58885015974688,95,305,39.33164048622832,-75.41672534008674
305,39.69748261670391,95,306,39.332938751443734,-75.41769881753339
306,39.81503822202424,95,307,39.33423454741674,-75.41866728594674
307,39.93284435211875,95,308,39.33552789810715,-75.41963075868645
308,39.974992671826435,94,309,39.335900267614036,-75.42183225809408
309,40.0829185922545,94,310,39.33719356276987,-75.42278347774709
310,40.19724807113637,94,311,39.338484471846435,-75.42372976333911
311,40.31467064673524,94,312,39.33977301861871,-75.42467112727707
312,40.357825993369154,93,313,39.340161791186134,-75.426846055104
313,40.46646511940712,93,314,39.34145037903539,-75.42777539085796
314,40.57992806551542,93,315,39.342736664099256,-75.42869986349854
315,40.6969904907815,93,316,39.3440206699218,-75.42961948446387
316,40.741463963424586,92,317,39.344425762523564,-75.43176845719981
317,40.849486018850065,92,318,39.345709909946585,-75.43267626696257
318,40.963143652587505,92,319,39.34699183782607,-75.4335792804214
319,41.0198742116577,91,320,39.347410781692204,-75.43570976459175
320,41.12417354425692,91,321,39.348692918844044,-75.43660113250347
321,41.231604769834654,91,322,39.349972896426664,-75.43748775697878
322,41.346958462225864,91,323,39.351250737531515,-75.43836964768451
323,41.463366137654546,91,324,39.352526465115005,-75.43924681406905
324,41.50887819485247,90,325,39.35296402974607,-75.44134567528596
325,41.61285439988394,90,326,39.354240110941305,-75.44221143788914
326,41.71933131092836,90,327,39.35551413837044,-75.4430725249355
327,41.78541793206923,89,328,39.35596543546421,-75.44515378353812
328,41.88815144862006,89,329,39.357239890810035,-75.44600361916238
329,41.99330916347263,89,330,39.358512352188825,-75.4468488253584
330,42.09924819793963,89,331,39.359782841952416,-75.44768940976279
331,42.13463253008337,87,332,39.3594509900896,-75.45097268342673
332,42.267444066603964,88,333,39.361521322237074,-75.45057642521391
333,42.37307246473253,88,334,39.36279044165677,-75.45140136206527
334,42.41208262338907,86,335,39.362487155678075,-75.45466649101543
335,42.51352354107084,86,336,39.36376125564275,-75.45547870403907
336,42.58739899657893,85,337,39.364259518769316,-75.45751148888027
337,42.688718742492895,85,338,39.36553425278863,-75.4583129125502
338,42.78982733626018,85,339,39.36680716711331,-75.45910984982865
339,42.86503495399462,84,340,39.367318920169964,-75.46112632591357
340,42.965825328422554,84,341,39.36859255418734,-75.46191260429524
341,43.06640873672283,84,342,39.369864428767855,-75.46269443111642
342,43.1667866847529,84,343,39.37113456523019,-75.46347181053397
343,43.24213430289211,83,344,39.37166234350813,-75.46546619485727
344,43.34235727677451,83,345,39.37293332657817,-75.466233067806
345,43.44237939167129,83,346,39.374202631122266,-75.46699552444576
346,43.54220209283727,83,347,39.37547027787288,-75.46775356786536
347,43.64182680738843,83,348,39.376736287356415,-75.46850720093533
348,43.74566489307404,83,349,39.37800067989044,-75.46925642630929
349,43.81735301188587,82,350,39.378549809481,-75.47121732525395
350,43.917048604616795,82,351,39.37981525384834,-75.47195623392608
351,44.021079252386464,82,352,39.38107913920375,-75.47269076049983
352,44.07146510188382,80,353,39.380943715529284,-75.47585626616399
353,44.1703741932888,80,354,39.382212930077294,-75.47657912535962
354,44.26909461637475,80,355,39.38348064228997,-75.47729764369501
355,44.34735668774572,79,356,39.384062598636234,-75.47923122874539
356,44.44595083601642,79,357,39.38533153040092,-75.47993966773383
357,44.54436052199476,79,358,39.3865990174313,-75.48064378490122
358,44.64269575552036,79,359,39.38786507859928,-75.48134357988066
359,44.72174900044027,78,360,39.388463413629495,-75.48325697204123
360,44.819630379184275,78,361,39.389730829922264,-75.48394679378698
361,44.899421612905456,77,362,39.390340110752135,-75.48585158014762
362,44.9972712759492,77,363,39.391608943352296,-75.4865314954669
363,45.079624008930814,76,364,39.39222917011107,-75.48842779883671
364,45.17527213098007,76,365,39.393499481645215,-75.48909787106808
365,45.27284114172095,76,366,39.39476849899375,-75.48976366245996
366,45.37331847094633,76,367,39.39603623955876,-75.49042517021267
367,45.45565422902126,75,368,39.39667311471637,-75.49230212431186
368,45.5506933896661,75,369,39.3979424736479,-75.4929538695879
369,45.654840549898935,75,370,39.39921060981397,-75.4936013374691
370,45.73698795760266,74,371,39.399861405435686,-75.49546471273234
371,45.838801768515665,74,372,39.40113126231262,-75.49610247882946
372,45.925146568584296,73,373,39.401793123747964,-75.49795786387256
373,46.02340110339726,73,374,39.40306476861975,-75.49858597567986
374,46.12747751102031,73,375,39.40433527993261,-75.49920981805775
375,46.210840269548456,72,376,39.40501121832675,-75.50105198412598
376,46.3150405589255,72,377,39.4062836220787,-75.50166621970433
377,46.40678071830311,70,378,39.40638746097978,-75.50472906688663
378,46.49817035974927,70,379,39.407665926167624,-75.50533272298767
379,46.59839360651998,69,380,39.408369254846306,-75.50716247631283
380,46.68948559210023,69,381,39.4096497541664,-75.5077566325196
381,46.79008324654231,68,382,39.41036427882531,-75.50957889466207
382,46.881031619134994,68,383,39.41164688624118,-75.51016358092242
383,46.981954714647294,67,384,39.412372654188744,-75.51197844861024
384,47.07270999064798,67,385,39.413657445143606,-75.51255369074985
385,47.17411626031081,66,386,39.414394508951126,-75.51436126359161
386,47.264643430665984,66,387,39.415681559739845,-75.51492708307421
387,47.366380532286435,65,388,39.41642997724039,-75.51672745297367
388,47.45672397862328,65,389,39.41771936567847,-75.51728386654723
389,47.5588580279861,64,390,39.41847920279055,-75.51907712467894
390,47.6490239869912,64,391,39.419771007504146,-75.51962414463792
391,47.73899882788337,64,392,39.42106198133221,-75.52016686659468
392,47.84155235401971,63,393,39.42183663422772,-75.52194801130446
393,47.93135688037479,63,394,39.42313013747995,-75.52248133340112
394,48.032850875058564,63,395,39.42442285337675,-75.52301033087346
395,48.123958444208355,62,396,39.425212513967374,-75.52477947190056
396,48.227088284893256,62,397,39.42650787144386,-75.52529905306548
397,48.31856813810531,61,398,39.42730927467312,-75.52706135494006
398,48.42063167001794,60,399,39.428119015458165,-75.5288219385791
399,48.51441329507831,60,400,39.42942059099923,-75.52932704369148
400,48.61419468418312,59,401,39.430242207230954,-75.53108091371777
401,48.71885369645049,58,402,39.4310722187133,-75.53283316443756
402,48.80804693929143,58,403,39.4323802280998,-75.533323806798
403,48.91315235595817,57,404,39.43322226781271,-75.53506946183654
404,49.002666987519675,57,405,39.43453326952967,-75.5355506563484
405,49.10776031929481,56,406,39.435387448113445,-75.537289768661
406,49.201420556394496,56,407,39.43670152729314,-75.53776148567484
407,49.30268920447278,55,408,39.43756795712243,-75.5394941035064
408,49.409141792634756,54,409,39.43844298091531,-75.54122530652359
409,49.49795113864064,54,410,39.439764006650755,-75.54168247739835
410,49.60488048917211,53,411,39.44065147322987,-75.54340727592947
411,49.69872152225512,53,412,39.44197580718704,-75.54385488072835
412,49.82005501698974,51,413,39.44245253001755,-75.54685293732976
413,49.928306160350225,50,414,39.4433661931989,-75.54857388502312
414,50.037003628672196,49,415,39.44428866629863,-75.55029363199377
415,50.12589452844867,49,416,39.44562878483569,-75.55072108853952
416,50.21460680684148,49,417,39.44696848219029,-75.55114390399606
417,50.32387592325553,48,418,39.44790794072101,-75.55285240143348
418,50.43360357419025,47,419,39.4488563911988,-75.55455978343838
419,50.522262489090295,47,420,39.45020391433991,-75.55496776445136
420,50.61086271199608,47,421,39.451551060571845,-75.55537100625332
421,50.721066342288026,46,422,39.452516969936404,-75.55706709951872
422,50.815797344669534,46,423,39.45386798616897,-75.55746043032178
423,50.92101645190388,45,424,39.45484740912664,-75.5591503228525
424,51.021545416563825,45,425,39.456202447538104,-75.55953365887385
425,51.12194673681742,45,426,39.45755725365286,-75.55991213784704
426,51.222227701566005,45,427,39.45891193759294,-75.56028575269616
427,51.32240201452099,45,428,39.460266699046144,-75.56065451170278
428,51.422493392436365,45,429,39.461621877478535,-75.5610184469298
429,51.522449969842064,45,430,39.462978018172244,-75.56137762505978
430,51.621508789874966,45,431,39.4643359531311,-75.56173216025294
431,51.719761120942465,45,432,39.46569689292546,-75.56208222806097
432,51.81735734392735,45,433,39.467062522238116,-75.56242807884175
433,51.914484389011115,45,434,39.46843508885267,-75.56277004863482
434,52.01136958358161,45,435,39.46981747379021,-75.56310856521023
435,52.108282295012685,45,436,39.47121322985658,-75.56344414709491
436,52.205532730768965,45,437,39.472626577356486,-75.56377739385314
437,52.30346751928067,45,438,39.47406234915377,-75.5641089667183
438,52.42334659875525,46,439,39.47582272977023,-75.56314451442184
439,52.52794983111889,46,440,39.47731404584592,-75.56347542669609
440,52.63735523545286,46,441,39.47884444252606,-75.56380673991737
441,52.750014670128905,46,442,39.48041963683643,-75.56413901113912
442,52.88436482079461,47,443,39.48231858304697,-75.56318531943133
443,53.00557393671902,47,444,39.48399246453662,-75.5635214616766
444,53.143809330233445,48,445,39.48598606222611,-75.56257879717236
445,53.289028326376595,49,446,39.488028196056334,-75.56164478292999
446,53.43769264150382,50,447,39.49012017521256,-75.56071931627203
