comid,HUC_12,HUC_8,HUC_4,State,EcoRegion_Name
8816359,30300060510,3030006,303,NC,SE Plains
8816293,30300060510,3030006,303,NC,SE Plains
8816349,30300060408,3030006,303,NC,SE Plains
8816265,30300060305,3030006,303,NC,SE Plains
8816057,30300060407,3030006,303,NC,SE Plains
10527861,30300070301,3030007,303,NC,SE Plains
10527853,30300070301,3030007,303,NC,SE Plains
10527849,30300070301,3030007,303,NC,SE Plains
10527843,30300070301,3030007,303,NC,SE Plains
10527841,30300070301,3030007,303,NC,SE Plains
10524455,30300070206,3030007,303,NC,SE Plains
10524453,30300070206,3030007,303,NC,SE Plains
10524447,30300070206,3030007,303,NC,SE Plains
10524445,30300070206,3030007,303,NC,SE Plains
8853191,30300040607,3030004,303,NC,SE Plains
8853181,30300040607,3030004,303,NC,SE Plains
8853179,30300040607,3030004,303,NC,SE Plains
8853499,30300040607,3030004,303,NC,SE Plains
8853241,30300040607,3030004,303,NC,SE Plains
8853281,30300040607,3030004,303,NC,SE Plains
8853219,30300040607,3030004,303,NC,SE Plains
8853505,30300040607,3030004,303,NC,SE Plains
8853185,30300040607,3030004,303,NC,SE Plains
8853183,30300040607,3030004,303,NC,SE Plains
8850427,30300040610,3030004,303,NC,SE Plains
8850373,30300040610,3030004,303,NC,SE Plains
8850371,30300040610,3030004,303,NC,SE Plains
8850349,30300040609,3030004,303,NC,SE Plains
8857723,30300040609,3030004,303,NC,SE Plains
8846599,30300040609,3030004,303,NC,SE Plains
8847211,30300040609,3030004,303,NC,SE Plains
8847209,30300040609,3030004,303,NC,SE Plains
8846575,30300040609,3030004,303,NC,SE Plains
8846285,30300040703,3030004,303,NC,SE Plains
8847321,30300040703,3030004,303,NC,SE Plains
8846167,30300040703,3030004,303,NC,SE Plains
8847111,30300040701,3030004,303,NC,SE Plains
8846221,30300040701,3030004,303,NC,SE Plains
8846111,30300040702,3030004,303,NC,SE Plains
8846083,30300040702,3030004,303,NC,SE Plains
8846081,30300040702,3030004,303,NC,SE Plains
8846365,30300040705,3030004,303,NC,SE Plains
8817251,30300060603,3030006,303,NC,Mid. Coastal Plain
8817243,30300060603,3030006,303,NC,Mid. Coastal Plain
8815207,30300060208,3030006,303,NC,Mid. Coastal Plain
8815199,30300060208,3030006,303,NC,Mid. Coastal Plain
8814731,30300060510,3030006,303,NC,SE Plains
8814729,30300060510,3030006,303,NC,SE Plains
8816099,30300060510,3030006,303,NC,SE Plains
8816053,30300060510,3030006,303,NC,SE Plains
8816061,30300060408,3030006,303,NC,SE Plains
8814823,30300060408,3030006,303,NC,SE Plains
10527855,30300070301,3030007,303,NC,SE Plains
10532831,30300070301,3030007,303,NC,SE Plains
10527845,30300070301,3030007,303,NC,SE Plains
10524459,30300070206,3030007,303,NC,SE Plains
10524451,30300070206,3030007,303,NC,SE Plains
10524449,30300070206,3030007,303,NC,SE Plains
8853205,30300040607,3030004,303,NC,SE Plains
8853201,30300040607,3030004,303,NC,SE Plains
8853485,30300040607,3030004,303,NC,SE Plains
8853483,30300040607,3030004,303,NC,SE Plains
8853511,30300040607,3030004,303,NC,SE Plains
8853211,30300040607,3030004,303,NC,SE Plains
8853209,30300040607,3030004,303,NC,SE Plains
8853521,30300040610,3030004,303,NC,SE Plains
8850895,30300040610,3030004,303,NC,SE Plains
8850399,30300040610,3030004,303,NC,SE Plains
8850397,30300040610,3030004,303,NC,SE Plains
8846653,30300040609,3030004,303,NC,SE Plains
8846627,30300040609,3030004,303,NC,SE Plains
8847215,30300040609,3030004,303,NC,SE Plains
8847213,30300040609,3030004,303,NC,SE Plains
8846335,30300040703,3030004,303,NC,SE Plains
8847139,30300040703,3030004,303,NC,SE Plains
8846287,30300040703,3030004,303,NC,SE Plains
8846225,30300040703,3030004,303,NC,SE Plains
8847103,30300040703,3030004,303,NC,SE Plains
8846173,30300040703,3030004,303,NC,SE Plains
8857725,30300040701,3030004,303,NC,SE Plains
8846261,30300040701,3030004,303,NC,SE Plains
8847073,30300040702,3030004,303,NC,SE Plains
8846103,30300040702,3030004,303,NC,SE Plains
8846101,30300040702,3030004,303,NC,SE Plains
8846387,30300040705,3030004,303,NC,SE Plains
8815245,30300060208,3030006,303,NC,Mid. Coastal Plain
8815211,30300060208,3030006,303,NC,Mid. Coastal Plain
8815205,30300060208,3030006,303,NC,Mid. Coastal Plain
8814937,30300060510,3030006,303,NC,SE Plains
8814903,30300060510,3030006,303,NC,SE Plains
8816055,30300060510,3030006,303,NC,SE Plains
8814739,30300060510,3030006,303,NC,SE Plains
8814997,30300060408,3030006,303,NC,SE Plains
8814991,30300060408,3030006,303,NC,SE Plains
8816093,30300060408,3030006,303,NC,SE Plains
8814955,30300060408,3030006,303,NC,SE Plains
10527473,30300070301,3030007,303,NC,SE Plains
10527491,30300070301,3030007,303,NC,SE Plains
10524463,30300070206,3030007,303,NC,SE Plains
10524461,30300070206,3030007,303,NC,SE Plains
8853479,30300040607,3030004,303,NC,SE Plains
8853237,30300040607,3030004,303,NC,SE Plains
8853217,30300040607,3030004,303,NC,SE Plains
8853215,30300040607,3030004,303,NC,SE Plains
8853157,30300040610,3030004,303,NC,SE Plains
8853155,30300040610,3030004,303,NC,SE Plains
8850421,30300040610,3030004,303,NC,SE Plains
8850413,30300040610,3030004,303,NC,SE Plains
8847249,30300040609,3030004,303,NC,SE Plains
8847233,30300040609,3030004,303,NC,SE Plains
8847225,30300040609,3030004,303,NC,SE Plains
8847221,30300040609,3030004,303,NC,SE Plains
8846345,30300040704,3030004,303,NC,SE Plains
8846337,30300040704,3030004,303,NC,SE Plains
8847147,30300040703,3030004,303,NC,SE Plains
8846271,30300040703,3030004,303,NC,SE Plains
8846219,30300040703,3030004,303,NC,SE Plains
8846217,30300040703,3030004,303,NC,SE Plains
8847113,30300040703,3030004,303,NC,SE Plains
8847107,30300040701,3030004,303,NC,SE Plains
8847101,30300040701,3030004,303,NC,SE Plains
8846757,30300040701,3030004,303,NC,SE Plains
8846147,30300040702,3030004,303,NC,SE Plains
8846117,30300040702,3030004,303,NC,SE Plains
8846115,30300040702,3030004,303,NC,SE Plains
8846769,30300040705,3030004,303,NC,SE Plains
8846425,30300040705,3030004,303,NC,SE Plains
8846465,30300040705,3030004,303,NC,SE Plains
8846439,30300040705,3030004,303,NC,SE Plains
8815215,30300060208,3030006,303,NC,Mid. Coastal Plain
8815213,30300060208,3030006,303,NC,Mid. Coastal Plain
8815203,30300060208,3030006,303,NC,Mid. Coastal Plain
8816059,30300060510,3030006,303,NC,SE Plains
8814797,30300060510,3030006,303,NC,SE Plains
8814945,30300060408,3030006,303,NC,SE Plains
8814943,30300060408,3030006,303,NC,SE Plains
10525697,30300070301,3030007,303,NC,SE Plains
10525659,30300070301,3030007,303,NC,SE Plains
10527493,30300070301,3030007,303,NC,SE Plains
10524467,30300070206,3030007,303,NC,SE Plains
8853481,30300040607,3030004,303,NC,SE Plains
8853233,30300040607,3030004,303,NC,SE Plains
8846649,30300040610,3030004,303,NC,SE Plains
8853151,30300040610,3030004,303,NC,SE Plains
8850437,30300040610,3030004,303,NC,SE Plains
8853519,30300040610,3030004,303,NC,SE Plains
8846659,30300040609,3030004,303,NC,SE Plains
8846633,30300040609,3030004,303,NC,SE Plains
8846617,30300040609,3030004,303,NC,SE Plains
8846615,30300040609,3030004,303,NC,SE Plains
8846449,30300040704,3030004,303,NC,SE Plains
8847153,30300040704,3030004,303,NC,SE Plains
8847151,30300040704,3030004,303,NC,SE Plains
8846363,30300040703,3030004,303,NC,SE Plains
8847137,30300040703,3030004,303,NC,SE Plains
8846237,30300040703,3030004,303,NC,SE Plains
8846233,30300040703,3030004,303,NC,SE Plains
8847097,30300040701,3030004,303,NC,SE Plains
8846755,30300040701,3030004,303,NC,SE Plains
8846159,30300040702,3030004,303,NC,SE Plains
8846153,30300040702,3030004,303,NC,SE Plains
8846751,30300040702,3030004,303,NC,SE Plains
8846775,30300040705,3030004,303,NC,SE Plains
8846773,30300040705,3030004,303,NC,SE Plains
8846487,30300040705,3030004,303,NC,SE Plains
8846485,30300040705,3030004,303,NC,SE Plains
8817267,30300060603,3030006,303,NC,Mid. Coastal Plain
8817265,30300060603,3030006,303,NC,Mid. Coastal Plain
8815233,30300060208,3030006,303,NC,Mid. Coastal Plain
8815219,30300060208,3030006,303,NC,Mid. Coastal Plain
8815217,30300060208,3030006,303,NC,Mid. Coastal Plain
8816077,30300060510,3030006,303,NC,SE Plains
8814901,30300060510,3030006,303,NC,SE Plains
8816071,30300060510,3030006,303,NC,SE Plains
8814899,30300060510,3030006,303,NC,SE Plains
8816103,30300060408,3030006,303,NC,SE Plains
8816095,30300060408,3030006,303,NC,SE Plains
10524487,30300070301,3030007,303,NC,SE Plains
10526929,30300070301,3030007,303,NC,SE Plains
10526925,30300070301,3030007,303,NC,SE Plains
10524737,30300070206,3030007,303,NC,SE Plains
10524465,30300070206,3030007,303,NC,SE Plains
10525793,30300070402,3030007,303,NC,Mid. Coastal Plain
8853235,30300040607,3030004,303,NC,SE Plains
8847247,30300040610,3030004,303,NC,SE Plains
8847329,30300040610,3030004,303,NC,SE Plains
8853501,30300040610,3030004,303,NC,SE Plains
8853539,30300040610,3030004,303,NC,SE Plains
8853537,30300040610,3030004,303,NC,SE Plains
8847251,30300040609,3030004,303,NC,SE Plains
8847235,30300040609,3030004,303,NC,SE Plains
8846637,30300040609,3030004,303,NC,SE Plains
8846635,30300040609,3030004,303,NC,SE Plains
8847181,30300040704,3030004,303,NC,SE Plains
8847157,30300040704,3030004,303,NC,SE Plains
8847155,30300040703,3030004,303,NC,SE Plains
8846273,30300040703,3030004,303,NC,SE Plains
8846245,30300040703,3030004,303,NC,SE Plains
8847095,30300040701,3030004,303,NC,SE Plains
8847091,30300040701,3030004,303,NC,SE Plains
8846753,30300040701,3030004,303,NC,SE Plains
8846165,30300040702,3030004,303,NC,SE Plains
8846163,30300040702,3030004,303,NC,SE Plains
8846553,30300040705,3030004,303,NC,SE Plains
8846529,30300040705,3030004,303,NC,SE Plains
8846785,30300040705,3030004,303,NC,SE Plains
8846505,30300040705,3030004,303,NC,SE Plains
8846467,30300040705,3030004,303,NC,SE Plains
8846509,30300040705,3030004,303,NC,SE Plains
8846507,30300040705,3030004,303,NC,SE Plains
8818305,30300060603,3030006,303,NC,Mid. Coastal Plain
8817271,30300060603,3030006,303,NC,Mid. Coastal Plain
8815231,30300060208,3030006,303,NC,Mid. Coastal Plain
8815221,30300060208,3030006,303,NC,Mid. Coastal Plain
8816075,30300060510,3030006,303,NC,SE Plains
8816073,30300060510,3030006,303,NC,SE Plains
8816105,30300060408,3030006,303,NC,SE Plains
8815011,30300060408,3030006,303,NC,SE Plains
8815003,30300060408,3030006,303,NC,SE Plains
10525615,30300070301,3030007,303,NC,SE Plains
10526927,30300070301,3030007,303,NC,SE Plains
10525651,30300070301,3030007,303,NC,SE Plains
10524475,30300070206,3030007,303,NC,SE Plains
10524473,30300070206,3030007,303,NC,SE Plains
10527859,30300070304,3030007,303,NC,SE Plains
10527857,30300070304,3030007,303,NC,SE Plains
10525819,30300070402,3030007,303,NC,Mid. Coastal Plain
10525817,30300070402,3030007,303,NC,Mid. Coastal Plain
8851735,30300040607,3030004,303,NC,SE Plains
8853513,30300040607,3030004,303,NC,SE Plains
8853199,30300040607,3030004,303,NC,SE Plains
8846669,30300040610,3030004,303,NC,SE Plains
8846667,30300040610,3030004,303,NC,SE Plains
8853133,30300040610,3030004,303,NC,SE Plains
8853131,30300040610,3030004,303,NC,SE Plains
8846683,30300040609,3030004,303,NC,SE Plains
8846647,30300040609,3030004,303,NC,SE Plains
8846645,30300040609,3030004,303,NC,SE Plains
8846577,30300040704,3030004,303,NC,SE Plains
8846539,30300040704,3030004,303,NC,SE Plains
8846495,30300040704,3030004,303,NC,SE Plains
8846375,30300040704,3030004,303,NC,SE Plains
8846371,30300040703,3030004,303,NC,SE Plains
8847135,30300040703,3030004,303,NC,SE Plains
8847279,30300040703,3030004,303,NC,SE Plains
8847109,30300040701,3030004,303,NC,SE Plains
8847105,30300040701,3030004,303,NC,SE Plains
8846213,30300040702,3030004,303,NC,SE Plains
8846531,30300040705,3030004,303,NC,SE Plains
8846521,30300040705,3030004,303,NC,SE Plains
8846513,30300040705,3030004,303,NC,SE Plains
8846511,30300040705,3030004,303,NC,SE Plains
8830798,30300050203,3030005,303,NC,Mid. Coastal Plain
8818307,30300060603,3030006,303,NC,Mid. Coastal Plain
8817281,30300060603,3030006,303,NC,Mid. Coastal Plain
8815241,30300060208,3030006,303,NC,Mid. Coastal Plain
8815229,30300060208,3030006,303,NC,Mid. Coastal Plain
8816085,30300060510,3030006,303,NC,SE Plains
8816079,30300060510,3030006,303,NC,SE Plains
8816347,30300060510,3030006,303,NC,SE Plains
8816119,30300060408,3030006,303,NC,SE Plains
8815043,30300060408,3030006,303,NC,SE Plains
8816111,30300060408,3030006,303,NC,SE Plains
8816107,30300060408,3030006,303,NC,SE Plains
10525709,30300070301,3030007,303,NC,SE Plains
10525621,30300070301,3030007,303,NC,SE Plains
10525619,30300070301,3030007,303,NC,SE Plains
10526931,30300070301,3030007,303,NC,SE Plains
10526917,30300070301,3030007,303,NC,SE Plains
10524479,30300070206,3030007,303,NC,SE Plains
10524477,30300070206,3030007,303,NC,SE Plains
10527865,30300070304,3030007,303,NC,SE Plains
10527863,30300070304,3030007,303,NC,SE Plains
10525849,30300070402,3030007,303,NC,Mid. Coastal Plain
10525847,30300070402,3030007,303,NC,Mid. Coastal Plain
8852053,30300040607,3030004,303,NC,SE Plains
8853221,30300040607,3030004,303,NC,SE Plains
8853213,30300040607,3030004,303,NC,SE Plains
8846679,30300040610,3030004,303,NC,SE Plains
8853137,30300040610,3030004,303,NC,SE Plains
8852065,30300040609,3030004,303,NC,SE Plains
8846681,30300040609,3030004,303,NC,SE Plains
8847201,30300040704,3030004,303,NC,SE Plains
8847197,30300040704,3030004,303,NC,SE Plains
8847185,30300040704,3030004,303,NC,SE Plains
8847165,30300040704,3030004,303,NC,SE Plains
8847325,30300040704,3030004,303,NC,SE Plains
8847149,30300040703,3030004,303,NC,SE Plains
8846269,30300040703,3030004,303,NC,SE Plains
8846267,30300040703,3030004,303,NC,SE Plains
8847133,30300040703,3030004,303,NC,SE Plains
8846301,30300040706,3030004,303,NC,SE Plains
8846227,30300040706,3030004,303,NC,SE Plains
8847117,30300040706,3030004,303,NC,SE Plains
8847115,30300040706,3030004,303,NC,SE Plains
8846787,30300040705,3030004,303,NC,SE Plains
8846543,30300040705,3030004,303,NC,SE Plains
8846527,30300040705,3030004,303,NC,SE Plains
8846525,30300040705,3030004,303,NC,SE Plains
8831662,30300050203,3030005,303,NC,Mid. Coastal Plain
8817279,30300060603,3030006,303,NC,Mid. Coastal Plain
8815239,30300060208,3030006,303,NC,Mid. Coastal Plain
8815237,30300060208,3030006,303,NC,Mid. Coastal Plain
8816089,30300060510,3030006,303,NC,SE Plains
8816081,30300060510,3030006,303,NC,SE Plains
8815053,30300060408,3030006,303,NC,SE Plains
8815051,30300060408,3030006,303,NC,SE Plains
10525701,30300070301,3030007,303,NC,SE Plains
10525683,30300070301,3030007,303,NC,SE Plains
10527455,30300070301,3030007,303,NC,SE Plains
10526911,30300070301,3030007,303,NC,SE Plains
10525647,30300070301,3030007,303,NC,SE Plains
10524741,30300070206,3030007,303,NC,SE Plains
10524493,30300070206,3030007,303,NC,SE Plains
10527895,30300070304,3030007,303,NC,SE Plains
10527869,30300070304,3030007,303,NC,SE Plains
10527867,30300070304,3030007,303,NC,SE Plains
10525889,30300070402,3030007,303,NC,Mid. Coastal Plain
10525887,30300070402,3030007,303,NC,Mid. Coastal Plain
10525919,30300070402,3030007,303,NC,Mid. Coastal Plain
10525917,30300070402,3030007,303,NC,Mid. Coastal Plain
8852061,30300040607,3030004,303,NC,SE Plains
8852051,30300040607,3030004,303,NC,SE Plains
8851707,30300040607,3030004,303,NC,SE Plains
8851705,30300040607,3030004,303,NC,SE Plains
8851685,30300040610,3030004,303,NC,SE Plains
8851683,30300040610,3030004,303,NC,SE Plains
8851687,30300040610,3030004,303,NC,SE Plains
8851679,30300040609,3030004,303,NC,SE Plains
8846595,30300040704,3030004,303,NC,SE Plains
8846579,30300040704,3030004,303,NC,SE Plains
8846545,30300040704,3030004,303,NC,SE Plains
8846519,30300040704,3030004,303,NC,SE Plains
8847283,30300040704,3030004,303,NC,SE Plains
8846421,30300040704,3030004,303,NC,SE Plains
8846459,30300040704,3030004,303,NC,SE Plains
8846357,30300040703,3030004,303,NC,SE Plains
8846321,30300040703,3030004,303,NC,SE Plains
8847319,30300040706,3030004,303,NC,SE Plains
8846215,30300040706,3030004,303,NC,SE Plains
8846317,30300040706,3030004,303,NC,SE Plains
8846311,30300040706,3030004,303,NC,SE Plains
8847119,30300040706,3030004,303,NC,SE Plains
8846549,30300040705,3030004,303,NC,SE Plains
8846547,30300040705,3030004,303,NC,SE Plains
8846535,30300040705,3030004,303,NC,SE Plains
8846533,30300040705,3030004,303,NC,SE Plains
8831524,30300050203,3030005,303,NC,Mid. Coastal Plain
8831522,30300050203,3030005,303,NC,Mid. Coastal Plain
8817275,30300060603,3030006,303,NC,Mid. Coastal Plain
8817263,30300060603,3030006,303,NC,Mid. Coastal Plain
8815253,30300060208,3030006,303,NC,Mid. Coastal Plain
8816091,30300060510,3030006,303,NC,SE Plains
8814931,30300060510,3030006,303,NC,SE Plains
8816123,30300060408,3030006,303,NC,SE Plains
8816121,30300060408,3030006,303,NC,SE Plains
10525681,30300070301,3030007,303,NC,SE Plains
10525667,30300070301,3030007,303,NC,SE Plains
10526913,30300070301,3030007,303,NC,SE Plains
10525649,30300070301,3030007,303,NC,SE Plains
10525625,30300070206,3030007,303,NC,SE Plains
10524503,30300070206,3030007,303,NC,SE Plains
10524739,30300070302,3030007,303,NC,SE Plains
10528409,30300070304,3030007,303,NC,SE Plains
10528397,30300070304,3030007,303,NC,SE Plains
10527873,30300070304,3030007,303,NC,SE Plains
10527871,30300070304,3030007,303,NC,SE Plains
10525899,30300070402,3030007,303,NC,Mid. Coastal Plain
10525897,30300070402,3030007,303,NC,Mid. Coastal Plain
10525933,30300070402,3030007,303,NC,Mid. Coastal Plain
10525931,30300070402,3030007,303,NC,Mid. Coastal Plain
8851739,30300040607,3030004,303,NC,SE Plains
8851727,30300040607,3030004,303,NC,SE Plains
8851713,30300040607,3030004,303,NC,SE Plains
8852063,30300040610,3030004,303,NC,SE Plains
8852017,30300040610,3030004,303,NC,SE Plains
8846625,30300040704,3030004,303,NC,SE Plains
8847207,30300040704,3030004,303,NC,SE Plains
8847203,30300040704,3030004,303,NC,SE Plains
8847191,30300040704,3030004,303,NC,SE Plains
8847189,30300040704,3030004,303,NC,SE Plains
8847345,30300040704,3030004,303,NC,SE Plains
8847333,30300040704,3030004,303,NC,SE Plains
8847173,30300040704,3030004,303,NC,SE Plains
8846331,30300040703,3030004,303,NC,SE Plains
8846329,30300040703,3030004,303,NC,SE Plains
8846257,30300040706,3030004,303,NC,SE Plains
8847123,30300040706,3030004,303,NC,SE Plains
8846399,30300040706,3030004,303,NC,SE Plains
8846333,30300040706,3030004,303,NC,SE Plains
8846593,30300040705,3030004,303,NC,SE Plains
8846551,30300040705,3030004,303,NC,SE Plains
8846557,30300040705,3030004,303,NC,SE Plains
8846555,30300040705,3030004,303,NC,SE Plains
8830848,30300050203,3030005,303,NC,Mid. Coastal Plain
8817283,30300060603,3030006,303,NC,Mid. Coastal Plain
8817277,30300060603,3030006,303,NC,Mid. Coastal Plain
8815273,30300060208,3030006,303,NC,Mid. Coastal Plain
8815271,30300060208,3030006,303,NC,Mid. Coastal Plain
8816271,30300060510,3030006,303,NC,SE Plains
8815013,30300060510,3030006,303,NC,SE Plains
8816131,30300060408,3030006,303,NC,SE Plains
8815091,30300060408,3030006,303,NC,SE Plains
10526935,30300070301,3030007,303,NC,SE Plains
10525643,30300070301,3030007,303,NC,SE Plains
10526899,30300070206,3030007,303,NC,SE Plains
10525623,30300070206,3030007,303,NC,SE Plains
10524497,30300070206,3030007,303,NC,SE Plains
10524779,30300070302,3030007,303,NC,SE Plains
10527903,30300070304,3030007,303,NC,SE Plains
10527897,30300070304,3030007,303,NC,SE Plains
10527877,30300070304,3030007,303,NC,SE Plains
10527875,30300070304,3030007,303,NC,SE Plains
10527883,30300070304,3030007,303,NC,SE Plains
10525927,30300070402,3030007,303,NC,Mid. Coastal Plain
10525925,30300070402,3030007,303,NC,Mid. Coastal Plain
10527425,30300070402,3030007,303,NC,Mid. Coastal Plain
10527423,30300070402,3030007,303,NC,Mid. Coastal Plain
8852055,30300040607,3030004,303,NC,SE Plains
8851737,30300040607,3030004,303,NC,SE Plains
8851711,30300040607,3030004,303,NC,SE Plains
8852069,30300040610,3030004,303,NC,SE Plains
8846643,30300040704,3030004,303,NC,SE Plains
8847227,30300040704,3030004,303,NC,SE Plains
8846605,30300040704,3030004,303,NC,SE Plains
8846603,30300040704,3030004,303,NC,SE Plains
8846541,30300040704,3030004,303,NC,SE Plains
8846537,30300040704,3030004,303,NC,SE Plains
8846461,30300040704,3030004,303,NC,SE Plains
8846477,30300040704,3030004,303,NC,SE Plains
8846349,30300040703,3030004,303,NC,SE Plains
8847131,30300040706,3030004,303,NC,SE Plains
8847129,30300040706,3030004,303,NC,SE Plains
8847159,30300040706,3030004,303,NC,SE Plains
8846355,30300040706,3030004,303,NC,SE Plains
8846305,30300040706,3030004,303,NC,SE Plains
8846563,30300040705,3030004,303,NC,SE Plains
8846561,30300040705,3030004,303,NC,SE Plains
8830852,30300050203,3030005,303,NC,Mid. Coastal Plain
8830850,30300050203,3030005,303,NC,Mid. Coastal Plain
8817287,30300060603,3030006,303,NC,Mid. Coastal Plain
8815277,30300060208,3030006,303,NC,Mid. Coastal Plain
8816115,30300060510,3030006,303,NC,SE Plains
8815087,30300060408,3030006,303,NC,SE Plains
8815005,30300060801,3030006,303,NC,SE Plains
10524489,30300070301,3030007,303,NC,SE Plains
10526919,30300070301,3030007,303,NC,SE Plains
10525641,30300070301,3030007,303,NC,SE Plains
10524495,30300070206,3030007,303,NC,SE Plains
10526903,30300070206,3030007,303,NC,SE Plains
10526897,30300070206,3030007,303,NC,SE Plains
10524491,30300070206,3030007,303,NC,SE Plains
10524507,30300070302,3030007,303,NC,SE Plains
10527927,30300070304,3030007,303,NC,Mid. Coastal Plain
10528403,30300070304,3030007,303,NC,SE Plains
10528399,30300070304,3030007,303,NC,SE Plains
10527885,30300070304,3030007,303,NC,SE Plains
10527881,30300070304,3030007,303,NC,SE Plains
10528395,30300070304,3030007,303,NC,SE Plains
26324851,30300070402,3030007,303,NC,Mid. Coastal Plain
10525929,30300070402,3030007,303,NC,Mid. Coastal Plain
10527427,30300070402,3030007,303,NC,Mid. Coastal Plain
8851733,30300040607,3030004,303,NC,SE Plains
8851709,30300040607,3030004,303,NC,SE Plains
8852067,30300040610,3030004,303,NC,SE Plains
8847229,30300040704,3030004,303,NC,SE Plains
8847289,30300040704,3030004,303,NC,SE Plains
8846609,30300040704,3030004,303,NC,SE Plains
8846565,30300040704,3030004,303,NC,SE Plains
8847183,30300040704,3030004,303,NC,SE Plains
8847179,30300040704,3030004,303,NC,SE Plains
8846457,30300040706,3030004,303,NC,SE Plains
8847145,30300040706,3030004,303,NC,SE Plains
8847143,30300040706,3030004,303,NC,SE Plains
8846451,30300040706,3030004,303,NC,SE Plains
8846395,30300040706,3030004,303,NC,SE Plains
8846393,30300040706,3030004,303,NC,SE Plains
8846369,30300040706,3030004,303,NC,SE Plains
8846569,30300040705,3030004,303,NC,SE Plains
8846567,30300040705,3030004,303,NC,SE Plains
8831528,30300050203,3030005,303,NC,Mid. Coastal Plain
8830844,30300050203,3030005,303,NC,Mid. Coastal Plain
8831526,30300050203,3030005,303,NC,Mid. Coastal Plain
8830854,30300050203,3030005,303,NC,Mid. Coastal Plain
8818311,30300060603,3030006,303,NC,Mid. Coastal Plain
8818309,30300060603,3030006,303,NC,Mid. Coastal Plain
8815289,30300060208,3030006,303,NC,Mid. Coastal Plain
8815279,30300060208,3030006,303,NC,Mid. Coastal Plain
8815293,30300060208,3030006,303,NC,Mid. Coastal Plain
8815261,30300060208,3030006,303,NC,Mid. Coastal Plain
8815111,30300060801,3030006,303,NC,SE Plains
8815095,30300060408,3030006,303,NC,SE Plains
8815073,30300060801,3030006,303,NC,SE Plains
8816139,30300060801,3030006,303,NC,SE Plains
8815081,30300060801,3030006,303,NC,SE Plains
8815061,30300060801,3030006,303,NC,SE Plains
8815059,30300060801,3030006,303,NC,SE Plains
10526909,30300070301,3030007,303,NC,SE Plains
10525639,30300070301,3030007,303,NC,SE Plains
10526901,30300070206,3030007,303,NC,SE Plains
10525635,30300070206,3030007,303,NC,SE Plains
10525613,30300070206,3030007,303,NC,SE Plains
10525741,30300070302,3030007,303,NC,Mid. Coastal Plain
10525735,30300070302,3030007,303,NC,Mid. Coastal Plain
10525631,30300070302,3030007,303,NC,SE Plains
10525629,30300070302,3030007,303,NC,SE Plains
10525627,30300070302,3030007,303,NC,SE Plains
10525685,30300070302,3030007,303,NC,Mid. Coastal Plain
10525657,30300070302,3030007,303,NC,Mid. Coastal Plain
10527913,30300070304,3030007,303,NC,Mid. Coastal Plain
10527911,30300070304,3030007,303,NC,Mid. Coastal Plain
10527889,30300070304,3030007,303,NC,SE Plains
10527887,30300070304,3030007,303,NC,SE Plains
10525971,30300070402,3030007,303,NC,Mid. Coastal Plain
10525969,30300070402,3030007,303,NC,Mid. Coastal Plain
8851703,30300040607,3030004,303,NC,SE Plains
8852047,30300040610,3030004,303,NC,SE Plains
8846639,30300040704,3030004,303,NC,SE Plains
8846631,30300040704,3030004,303,NC,SE Plains
8847223,30300040704,3030004,303,NC,SE Plains
8847199,30300040704,3030004,303,NC,SE Plains
8846517,30300040704,3030004,303,NC,SE Plains
8846515,30300040704,3030004,303,NC,SE Plains
8847163,30300040706,3030004,303,NC,SE Plains
8847161,30300040706,3030004,303,NC,SE Plains
8846483,30300040706,3030004,303,NC,SE Plains
8846469,30300040706,3030004,303,NC,SE Plains
8846589,30300040705,3030004,303,NC,SE Plains
8846587,30300040705,3030004,303,NC,SE Plains
8831878,30300050203,3030005,303,NC,Mid. Coastal Plain
8831686,30300050203,3030005,303,NC,Mid. Coastal Plain
8830856,30300050203,3030005,303,NC,Mid. Coastal Plain
8817295,30300060603,3030006,303,NC,Mid. Coastal Plain
8815283,30300060208,3030006,303,NC,Mid. Coastal Plain
8815263,30300060208,3030006,303,NC,Mid. Coastal Plain
8815259,30300060208,3030006,303,NC,Mid. Coastal Plain
8816351,30300060801,3030006,303,NC,SE Plains
8816297,30300060801,3030006,303,NC,SE Plains
8816143,30300060801,3030006,303,NC,SE Plains
8816141,30300060801,3030006,303,NC,SE Plains
8815137,30300060801,3030006,303,NC,SE Plains
8815107,30300060801,3030006,303,NC,SE Plains
8816155,30300060801,3030006,303,NC,SE Plains
8815093,30300060801,3030006,303,NC,SE Plains
10526933,30300070301,3030007,303,NC,SE Plains
10526915,30300070301,3030007,303,NC,SE Plains
10526907,30300070206,3030007,303,NC,SE Plains
10526905,30300070206,3030007,303,NC,SE Plains
10525783,30300070302,3030007,303,NC,Mid. Coastal Plain
10527001,30300070302,3030007,303,NC,Mid. Coastal Plain
10526995,30300070302,3030007,303,NC,Mid. Coastal Plain
10526941,30300070302,3030007,303,NC,SE Plains
10526937,30300070302,3030007,303,NC,SE Plains
10526947,30300070302,3030007,303,NC,Mid. Coastal Plain
10526943,30300070302,3030007,303,NC,SE Plains
10527915,30300070304,3030007,303,NC,Mid. Coastal Plain
10527909,30300070304,3030007,303,NC,Mid. Coastal Plain
10527893,30300070304,3030007,303,NC,SE Plains
